Medical_Condition_Upper Respiratory Infections,Medical_Condition_Milk Fever,Medical_Condition_Hip Dysplasia,BMI,Medical_Condition_Parasites,Medical_Condition_Foot Rot,Medical_Condition_Encephalitozoon,Medical_Condition_RHD,Medical_Condition_Canine Distemper,Weight_kg,Medical_Condition_Lyme Disease,Medical_Condition_Pasteurellosis,Medical_Condition_Caseous Lymphadenitis,Medical_Condition_Mastitis,Medical_Condition_Ketosis,Medical_Condition_FLUTD,Medical_Condition_Strangles,Medical_Condition_Heartworm,Species_Horse,Medical_Condition_Pancreatitis,Medical_Condition_GI Stasis,Medical_Condition_Hyperthyroidism,Medical_Condition_Chronic Kidney Disease,Medical_Condition_Parvovirus,Medical_Condition_Bloat,Medical_Condition_Equine Influenza,Medical_Condition_Scrapie,Species_Cow,Medical_Condition_Enterotoxemia,Medical_Condition_Myxomatosis,Species_Rabbit,Medical_Condition_Uterine Tumors,Medical_Condition_Pregnancy Toxemia,Species_Sheep,Medical_Condition_Dental Disease,Species_Dog,Medical_Condition_PPID,True Label,Predicted Label
False,False,False,0.2548878999430536,False,False,False,False,False,0.3944322841975495,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4069137156476072,False,False,False,False,False,0.6759378066269153,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2517874844451944,False,False,False,False,False,0.380330590987999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.315799464281948,False,False,False,False,False,0.7366467909527763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.497458502942231,False,False,False,False,False,0.9310639796714216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5691055195832366,False,False,False,False,False,0.9985156112411,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.285153860755489,False,False,False,False,False,0.5585704581477846,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.327990213654483,False,False,False,False,False,0.5279517951040329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3548393900407061,False,False,False,False,False,0.5703197725614512,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5636850652774555,False,False,False,False,False,0.8917654162578307,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2885284626579208,False,False,False,False,False,0.4440209323974137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2332271739818193,False,False,False,False,False,0.4423101114549526,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3953135216079978,False,False,False,False,False,0.6490301154804137,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4214034125661738,False,False,False,False,False,0.6301481872845749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.7231350051673592,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,23
False,False,False,0.5350009491067851,False,False,False,False,False,0.634374921377714,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.550903760571995,False,False,False,False,False,0.7782977331622513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5548056440216819,False,False,False,False,False,0.907187963871487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.2802395967350726,False,False,False,False,False,0.4368254207864744,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4262333115390294,False,False,False,False,False,0.6688177724104962,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4110476029780862,False,False,False,False,False,0.7452260547965883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3006559382447852,False,False,False,False,False,0.5463305406697361,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4576382004935355,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5837217640731445,False,False,False,False,False,0.8352454273278486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.6531541982156792,False,False,False,False,False,0.9554054394042316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3022799654103305,False,False,False,False,False,0.3948851485646716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.6288359732562799,False,False,False,False,False,0.8181120587717311,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5119692911226879,False,False,False,False,False,0.7050972400432737,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3571383375867378,False,False,False,False,False,0.4878607190479784,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5384599160567777,False,False,False,False,False,0.779291518856769,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6296163499462172,False,False,False,False,False,0.9558834629028604,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3879737624702086,False,False,False,False,False,0.5488212946889073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.7693881424925654,False,False,False,False,False,0.9336427906508667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5491320945732183,False,False,False,False,False,0.7039650791254686,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.44538417733533,False,False,False,False,False,0.7301557350240269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4934089806593128,False,False,False,False,False,0.7358039600472991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4016619914369476,False,False,False,False,False,0.637695926736609,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.497880328180035,False,False,False,False,False,0.7250861700254106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3802965431421762,False,False,False,False,False,0.6352932296777114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.341783898930673,False,False,False,False,False,0.5815910634764887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4534410393773859,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2725834686689304,False,False,False,False,False,0.4716079200945983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4686689304621095,False,False,False,False,False,0.8917779958235841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.315799464281948,False,False,False,False,False,0.4609278687699701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2529475038491553,False,False,False,False,False,0.4714443857398042,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.46236264315694,False,False,False,False,False,0.6140840818174956,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.315799464281948,False,False,False,False,False,0.4659219563740659,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6668213359205282,False,False,False,False,False,0.8226784411402118,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3808238246894311,False,False,False,False,False,0.5305935039122449,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4613291713243203,False,False,False,False,False,0.7358794374418195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3960517157741547,False,False,False,False,False,0.604133645306564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5252146035897328,False,False,False,False,False,0.96167006314942,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5348744015354439,False,False,False,False,False,0.9552419050494376,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4623204606331597,False,False,False,False,False,0.8937781467783731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.410710142787843,False,False,False,False,False,0.674705009183083,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5511357644527872,False,False,False,False,False,0.9540720054343722,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2545926222765908,False,False,False,False,False,0.4057287342440938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.30753168962099,False,False,False,False,False,0.4510151709562985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4528083015206799,False,False,False,False,False,0.8374971695977054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.315799464281948,False,False,False,False,False,0.4579716708179234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5456098538375551,False,False,False,False,False,0.989068357360304,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5951954105414127,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.300529390673444,False,False,False,False,False,0.3938158854756334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3690970830784805,False,False,False,False,False,0.6912597177145444,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.7589479678569169,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4576803830173159,False,False,False,False,False,0.804828037336151,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5499124712631557,False,False,False,False,False,0.937555035600171,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2222597177989159,False,False,False,False,False,0.4002314640098624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5276611899689958,False,False,False,False,False,0.8164892947895437,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3866450129711261,False,False,False,False,False,0.743603290814401,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.48674414190201,False,False,False,False,False,0.6897501698241375,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4153924029274671,False,False,False,False,False,0.7612775806979142,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4600004218252378,False,False,False,False,False,0.7035247943240999,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.508805601839158,False,False,False,False,False,0.7980099126978136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.490350747685234,False,False,False,False,False,0.7969909678717889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3637399025583701,False,False,False,False,False,0.6279467632777316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3388943960517158,False,False,False,False,False,0.4709412031096686,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4490118743804442,False,False,False,False,False,0.5863335597655168,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3421424503828064,False,False,False,False,False,0.470790248320628,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2612152785101133,False,False,False,False,False,0.4283845321659497,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5262902579461329,False,False,False,False,False,0.8092560444813444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.7119566363655537,False,False,False,False,False,0.9256673459632172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.7920401577626389,False,False,False,False,False,0.9505748861549298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.219201484824837,False,False,False,False,False,0.3929227363071427,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3668403180562293,False,False,False,False,False,0.6045487709764258,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5431210849345116,False,False,False,False,False,0.8569577578182,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.6335393246577943,False,False,False,False,False,0.7533272951417717,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.639128509058697,False,False,False,False,False,0.9088107278536744,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5634952439204438,False,False,False,False,False,0.6761013409817093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.315799464281948,False,False,False,False,False,0.7459682491760383,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.6408158100099128,False,False,False,False,False,0.8007270989005458,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3905258051589226,False,False,False,False,False,0.461280096611065,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2320882458397485,False,False,False,False,False,0.4089113643797016,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7088562208676945,False,False,False,False,False,0.8988477117769893,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.7948874781178158,False,False,False,False,False,0.9534304475809494,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5208908949022419,False,False,False,False,False,0.6309658590585452,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4686267479383291,False,False,False,False,False,0.7879714192266082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.315799464281948,False,False,False,False,False,0.9237426724029486,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.563199966253981,False,False,False,False,False,0.7308601907062168,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3918123721342248,False,False,False,False,False,0.5533750974916345,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.6347415265855355,False,False,False,False,False,0.9611920396507913,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5142260561449391,False,False,False,False,False,0.8338490955292223,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4569421888511589,False,False,False,False,False,0.7569879487760082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.311665576951469,False,False,False,False,False,0.4979746899137041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2815261637103748,False,False,False,False,False,0.4383475482426346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3172969438761521,False,False,False,False,False,0.5447958336478224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5960390610170206,False,False,False,False,False,0.8789971570181396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4597473266825554,False,False,False,False,False,0.7404961380733136,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6087781831987007,False,False,False,False,False,0.990653382645231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5796933330521166,False,False,False,False,False,0.9901250408835888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4653786936072385,False,False,False,False,False,0.7937705990389211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.6259464703773228,False,False,False,False,False,0.7772410496389665,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4349861852234619,False,False,False,False,False,0.5760057362819835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5616813953978866,False,False,False,False,False,0.863725564193524,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.6067323307953515,False,False,False,False,False,0.8811105240647091,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5031109611288044,False,False,False,False,False,0.6602888268296978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.623014784974585,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.315799464281948,False,False,False,False,False,0.6066118197599819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.2999388353405184,False,False,False,False,False,0.5430095353108411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2902790373948073,False,False,False,False,False,0.5702442951669308,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.390040706135448,False,False,False,False,False,0.6782901854227992,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5189083162845632,False,False,False,False,False,0.6139079678969481,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5340940248455065,False,False,False,False,False,0.8937152489496062,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5949634066606205,False,False,False,False,False,0.9706141344000804,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3875519372324046,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5434374538628647,False,False,False,False,False,0.8446801016428912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3302047961529538,False,False,False,False,False,0.5538153822930032,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5028789572480121,False,False,False,False,False,0.7885123405540041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.315799464281948,False,False,False,False,False,0.5044405867109467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2838462025182967,False,False,False,False,False,0.4161823533851611,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3905468964208128,False,False,False,False,False,0.5328829848793619,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4131778204289962,False,False,False,False,False,0.7208720154980249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5902600552591062,False,False,False,False,False,0.7924245855033083,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2658342648640668,False,False,False,False,False,0.4471784034015146,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3657646636998292,False,False,False,False,False,0.5736407779203461,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5638116128487967,False,False,False,False,False,0.81565904344982,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.6235209752599498,False,False,False,False,False,0.8190177875059753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.2305907662455444,False,False,False,False,False,0.4256296072659572,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6709763145128973,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2457975660683778,False,False,False,False,False,0.4456311168138476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.7566068377871048,False,False,False,False,False,0.95799682994943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5535401683082698,False,False,False,False,False,0.9855838176466148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5430156286250607,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6960327336384535,False,False,False,False,False,0.9982262812287718,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4655474237023601,False,False,False,False,False,0.6892092484967418,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5158289920485943,False,False,False,False,False,0.8796009761743024,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
