Animal_ID,Species,Age,Gender,Weight_kg,BMI,Medical_Condition,Daily_Caloric_Intake,Protein_Intake,Fat_Intake,Carbohydrate_Intake,Water_Intake,Activity_Level,Metabolic_Rate,Heart_Rate,Respiratory_Rate,Feeding_Frequency
13532,Cat,10,Female,,78.4,FeLV,2296.8,146.2,90.7,152.2,2.66,Active,1454.2,74,14,1
13533,Horse,10,Male,622.63,264.77,Colic,2247.4,98.5,149.6,147.3,4.06,Sedentary,1553.6,126,10,3
13534,Horse,14,Female,356.94,128.2,Strangles,2413.8,,68.4,91.1,1.3,Active,796.9,,16,4
13535,Cat,13,Male,,88.89,Hyperthyroidism,2133.8,147.5,119.5,145,2.65,Moderate,1787.7,96,25,4
13536,Rabbit,17,Male,24.38,99.82,Uterine Tumors,1457.5,87.1,63.6,,0.77,Sedentary,448.1,89,25,2
13537,Rabbit,16,Female,30.7,149.8,Dental Disease,1526.3,76.1,,199.1,4.75,Sedentary,1314.9,,11,4
13538,Dog,10,Female,14,138.36,Lyme Disease,1182.8,76.2,191,30.8,,Moderate,328.3,145,11,2
13539,Dog,4,Female,34.27,242.02,Heartworm,224.5,111,105.6,240.7,2.68,Active,1626.2,110,15,1
13540,Sheep,3,Male,93.72,,Pregnancy Toxemia,1338.5,137.1,194.2,271,3.72,Moderate,1212.5,143,27,4
13541,Sheep,4,Female,90.49,190.56,Foot Rot,2222,118.6,,248.5,0.68,Moderate,1771.2,88,21,3
13542,Cow,1,Male,700.7,351.65,Mastitis,450.1,83.5,146.6,,,Active,1058.6,147,12,1
13543,Rabbit,1,Female,,64.98,RHD,680.3,46.9,26.4,37.6,0.57,Active,1090,69,23,4
13544,Horse,9,Male,,266.56,PPID,600.4,127.4,121.3,149.8,1.86,Moderate,,,28,4
13545,Horse,6,Male,472.09,200.23,Equine Influenza,227.4,126.2,182.1,284.9,4.47,Sedentary,,95,,1
13546,Horse,1,Female,349.36,119.04,Equine Influenza,519.5,41,158.3,24,2.75,Moderate,1186.1,78,29,4
13547,Rabbit,18,Female,21.77,50.6,Encephalitozoon,1242.5,106.1,178,266.2,2.35,Active,,69,,4
13548,Horse,19,Female,738.36,327.68,Equine Influenza,2051.3,87.7,11.8,,1.14,Moderate,1374.4,73,27,3
13549,Cat,13,Male,11.49,38.56,Dental Disease,292.5,40.6,158.9,,,Active,,,10,4
13550,Sheep,14,Female,73.08,277.15,Scrapie,,50.8,126.9,31.9,3.5,Sedentary,839.9,,11,4
13551,Cow,6,Male,782.74,285.32,Bloat,2142.9,112,196.5,114.8,4.38,Sedentary,658.8,109,,3
13552,Horse,15,Female,642.27,205.59,Laminitis,,143,112.7,,1.84,Sedentary,1524.6,68,,1
13553,Dog,9,Male,23.23,136.06,Canine Distemper,,,82.9,164.4,,Active,1054.7,95,12,4
13554,Cow,9,Female,551.45,224.41,BRD,1726.5,146.3,151.7,78.1,3.22,Sedentary,1155.5,68,12,2
13555,Cat,15,Female,33.05,83.38,Chronic Kidney Disease,1788.7,86.4,59.4,215.8,3.9,Moderate,1200.5,142,19,4
13556,Dog,13,Male,22.52,94.22,Allergies,2427,129.6,185.7,223.9,4.71,Active,1139.9,85,15,4
13557,Cat,9,Female,35.76,148.7,Upper Respiratory Infections,272.1,146.4,85,209.6,4.73,Active,1362.5,159,22,1
13558,Cat,8,Male,30.06,121.35,Dental Disease,,14.1,,175.6,1.78,Active,827.4,93,14,1
13559,Rabbit,5,Male,,37.99,RHD,1614.9,15.9,148,,1.96,Moderate,861.9,,20,3
13560,Cow,16,Female,552.13,269.74,Milk Fever,363,45.2,182.7,277.3,,Moderate,986,63,23,1
13561,Cow,3,Male,529.89,242.8,Johnes,982.5,49.6,29,184.3,2.28,Active,,120,27,2
13562,Dog,15,Female,34.42,344.04,Parvovirus,1463.7,87.9,62,81.9,2.64,Moderate,505.6,125,28,1
13563,Rabbit,14,Male,37.52,143.63,Dental Disease,322.1,80,,,0.77,Moderate,1369.4,152,18,1
13564,Cow,7,Male,434.58,186.84,BRD,1823,126.9,88.6,,3.64,Moderate,684.5,91,18,4
13565,Horse,4,Female,543.35,169.77,Strangles,,87.4,22.4,239.1,4.21,Sedentary,1568.9,84,16,2
13566,Dog,4,Female,37.98,202.76,Lyme Disease,1459.8,48.6,158.6,68.3,4.96,Active,519.5,71,,4
13567,Horse,5,Male,559.7,186.21,Strangles,,40.7,23.5,255.2,3.97,Sedentary,1744.1,114,19,1
13568,Cow,5,Female,697.74,332.83,Johnes,1647.9,50.8,140.3,166.1,0.7,Moderate,990.7,104,23,3
13569,Cow,11,Female,718.76,310.4,Mastitis,333.6,,,191,3.83,Moderate,1408.6,155,19,1
13570,Dog,7,Female,,99.24,Hip Dysplasia,937.3,95,71.5,174.8,,Moderate,580.6,99,,2
13571,Sheep,13,Male,67.26,145.24,Foot Rot,2135.8,43.8,135.7,88.6,,Moderate,507.4,85,,3
13572,Rabbit,17,Female,,44.5,GI Stasis,2005.4,131.2,67.9,232.6,1.96,Moderate,1720,117,28,2
13573,Cow,10,Male,423.73,146.88,BRD,988.7,145.1,47.9,235.8,1.28,Moderate,1015.4,69,23,3
13574,Dog,6,Female,18.41,71.31,Heartworm,1397.8,64.6,62.6,279.4,1.98,Active,905.4,,11,3
13575,Horse,17,Male,588.87,194.03,EMS,,,165.3,,3,Sedentary,766.5,99,26,1
13576,Rabbit,4,Female,33.69,162.59,Dental Disease,2453.5,131.7,190.6,275.8,,Sedentary,606.2,114,20,1
13577,Rabbit,12,Male,33.95,74.78,Encephalitozoon,2050.4,82.4,,130.1,4.55,Moderate,,148,29,3
13578,Sheep,2,Female,64.01,144.35,Caseous Lymphadenitis,836.6,35.4,97.4,,1.94,Moderate,703.2,80,21,3
13579,Horse,13,Male,348.43,164.4,Colic,429.7,91.5,66.7,181.2,1.91,Moderate,544.8,105,12,4
13580,Horse,15,Female,694.45,256.41,Strangles,2261.5,118.3,47.4,178.5,2.91,Sedentary,1643.9,132,21,2
13581,Cat,13,Female,9.01,24.17,Upper Respiratory Infections,,,24.3,,4.98,Sedentary,1227.3,,20,1
13582,Dog,5,Female,27.64,103.29,Pancreatitis,2122.8,141,73.1,,1.28,Sedentary,1052,79,10,1
13583,Dog,5,Female,14.77,113.97,Hip Dysplasia,377.6,,117.9,,4.45,Sedentary,1585.3,91,25,2
13584,Rabbit,12,Male,15.72,35.84,RHD,1495,126.6,109.1,152.7,,Sedentary,,84,23,4
13585,Rabbit,8,Female,12.23,32.76,Uterine Tumors,2210.1,89.5,27.7,49.7,,Moderate,1124.2,100,,1
13586,Sheep,2,Female,80.58,,Caseous Lymphadenitis,341.1,44.1,156.5,142.9,4.1,Active,930.4,,21,2
13587,Rabbit,5,Female,17.44,41.11,RHD,2342.9,14.2,,,,Sedentary,602,98,15,4
13588,Sheep,19,Female,57.77,130.75,Pregnancy Toxemia,1713.7,75.4,,275.4,0.54,Active,952.7,132,20,3
13589,Dog,8,Female,23.02,67.7,Lyme Disease,1046.9,,168.9,151.8,2.79,Active,1295,100,19,2
13590,Cow,6,Female,527.99,218.47,Ketosis,1756.7,35.7,104.3,113.3,2.84,Active,446.8,,21,1
13591,Rabbit,19,Male,27.8,125.37,Myxomatosis,1842.9,76.1,45.6,200.8,2.97,Sedentary,1076.2,61,13,4
13592,Rabbit,17,Male,10,27.81,RHD,1663.2,82.7,184.6,59.3,4.19,Sedentary,1786.9,111,19,2
13593,Sheep,6,Male,57.61,,Caseous Lymphadenitis,1871.4,80.9,97,147.8,,Moderate,1011.3,140,15,1
13594,Rabbit,9,Male,17.64,58.08,Encephalitozoon,506.3,83.4,76.7,85,4.85,Active,541.9,125,11,1
13595,Rabbit,11,Female,33.68,230.44,Pasteurellosis,1439.3,51.3,171.4,86.1,3,Active,1765.5,154,17,1
13596,Cow,8,Female,661.65,221.18,Johnes,926.3,96.9,147.9,142.4,2.17,Moderate,621.5,158,17,3
13597,Horse,7,Female,795.23,362.86,EHV,,60.4,59.9,165,2.85,Active,1422.5,64,15,3
13598,Horse,4,Male,418.43,191.21,Colic,,76.9,,262.5,4.77,Sedentary,1317.4,,20,2
13599,Cat,11,Male,,401.65,FeLV,1581.6,52.9,59.3,153,1.26,Active,,132,16,4
13600,Dog,6,Male,27.65,259.22,Canine Distemper,,,67.9,,2.88,Sedentary,1244.9,111,20,4
13601,Horse,19,Female,753.29,306.27,EMS,2129.9,28.9,68.1,280,1.57,Sedentary,,,17,4
13602,Rabbit,6,Male,19.19,97.08,Pasteurellosis,1139.4,120.7,103.1,247.5,,Moderate,486,105,12,3
13603,Sheep,11,Male,,268.2,Enterotoxemia,1992.9,,123.1,208.1,4.1,Sedentary,1794.1,116,16,1
13604,Sheep,1,Female,117.5,355.14,Pregnancy Toxemia,627.8,12.9,55,205.9,1.3,Moderate,983,86,22,1
13605,Dog,5,Male,27.89,210.38,Pancreatitis,1281.8,125.4,90.3,280,4.69,Sedentary,1255.6,120,27,1
13606,Sheep,11,Male,57.07,211.22,Scrapie,1127.9,10.2,,229.5,,Active,1061.5,90,,3
13607,Cat,19,Female,38.56,86.83,Dental Disease,1604.6,29.1,93.1,,2.07,Sedentary,617.5,90,26,3
13608,Horse,1,Male,531.7,184.2,Strangles,2050.9,21.8,115.9,202.3,2.91,Sedentary,975,68,19,4
13609,Rabbit,18,Female,12.95,35.66,Encephalitozoon,1261.9,62.1,16.1,129.4,2.16,Moderate,1736.1,,16,4
13610,Dog,2,Male,16.17,,Canine Distemper,2189,32.5,161.8,46.3,0.74,Moderate,1298.6,138,,1
13611,Horse,12,Male,648.62,211.65,Colic,,,83.6,237.5,4.76,Active,,116,21,1
13612,Rabbit,11,Male,31.24,63.85,Pasteurellosis,821.4,36.2,170.2,167,4.8,Active,1725.5,91,21,2
13613,Rabbit,13,Female,10.6,49.75,RHD,,122.1,89.3,94.2,2.52,Sedentary,,96,12,2
13614,Rabbit,14,Female,28.79,119.18,Pasteurellosis,2156.2,28,120.6,57.7,2.27,Active,1183.7,98,19,4
13615,Horse,16,Male,419.93,139.97,EMS,1932.8,23.3,28.9,55.5,3.59,Moderate,1461.5,158,21,2
13616,Cat,6,Female,,87.95,Hyperthyroidism,2088,46.1,104,297.9,0.93,Sedentary,731.7,81,19,1
13617,Dog,9,Female,22.86,57.25,Parvovirus,793.7,57.5,,241.1,4.43,Active,1762.5,125,22,3
13618,Dog,4,Female,27.92,204.94,Lyme Disease,1993.9,60.9,54.6,229.8,0.98,Active,1090.9,133,25,4
13619,Sheep,17,Male,60.87,156.48,Foot Rot,1133.2,14.1,,,2.24,Active,1689.4,89,,4
13620,Dog,7,Male,30.32,199.65,Lyme Disease,2408,65.4,,179.5,2.58,Active,1138.4,64,,1
13621,Rabbit,6,Male,16.35,59.73,Myxomatosis,1271.5,47,166.6,255.6,1.69,Active,1719,84,18,2
13622,Rabbit,18,Female,18.25,87.58,Uterine Tumors,,87.7,166,54.4,1.94,Sedentary,720.8,116,14,4
13623,Cow,1,Female,463.67,208.35,BRD,1725.2,40,154.7,160.3,3.64,Sedentary,658.3,69,,3
13624,Cat,8,Male,15.16,44.33,Dental Disease,2346.7,116.4,138.1,34.2,1.18,Active,967.8,,18,1
13625,Dog,14,Male,24.39,81.37,Hip Dysplasia,,,75.4,27.2,0.91,Moderate,,72,22,3
13626,Dog,6,Female,9.04,23.18,Allergies,746,21.9,97,42,0.82,Active,1180.8,63,17,3
13627,Cat,5,Male,5.67,35.54,Chronic Kidney Disease,1700.1,47.6,194.8,242.1,4.29,Sedentary,982.2,,12,3
13628,Horse,17,Female,759.86,246.45,Strangles,790.5,64.9,46.7,70.6,,Active,1104.9,76,18,4
13629,Dog,10,Male,29.69,82.94,Hip Dysplasia,,36.6,,50.5,3.04,Sedentary,1550.1,153,15,1
13630,Horse,6,Female,482.6,195.84,PPID,397.1,69.6,150.6,110.4,3.41,Moderate,1702,117,20,4
13631,Dog,3,Female,11.25,25.95,Allergies,,,37.1,39.7,0.96,Moderate,1181.3,89,24,1
13632,Cow,15,Female,770.98,317.5,Foot-and-Mouth,2002.1,11.7,101.8,195.1,3.16,Moderate,644.1,140,15,3
13633,Dog,3,Male,26.86,141.82,Hip Dysplasia,1160.4,,32.4,102.5,3.29,Sedentary,1332.2,95,12,3
13634,Horse,13,Male,,225.14,Strangles,565,125.4,,109.6,,Moderate,1736.9,87,13,2
13635,Rabbit,14,Female,36.16,113.07,RHD,2486.9,93.9,,240.3,4.99,Moderate,1771.6,106,25,2
13636,Sheep,8,Male,97.27,276.61,Enterotoxemia,1249.9,,37.2,46.2,4.84,Sedentary,908.9,131,14,1
13637,Cat,11,Female,15.56,75.56,Dental Disease,1299.6,148.3,102.8,,4.54,Active,1243.1,132,27,3
13638,Horse,11,Male,415.72,185.9,EMS,1011.5,,,167.7,,Sedentary,1359,143,24,1
13639,Rabbit,7,Male,5.37,13.56,GI Stasis,351.9,110.6,182,188.1,2.69,Active,1675,151,28,3
13640,Sheep,15,Male,40.73,121.83,Scrapie,756.4,135.1,199.4,,1.58,Active,,,12,1
13641,Cat,9,Male,21.66,,Chronic Kidney Disease,,62.9,194.7,,2.82,Active,1205,,10,3
13642,Horse,19,Male,459.25,164.47,PPID,1513.6,20.7,,282.9,,Moderate,,133,25,2
13643,Horse,18,Female,533.19,184.21,EHV,2353.3,148.2,186.9,286.2,4.62,Moderate,1067.2,143,15,1
13644,Sheep,20,Female,114.7,267.51,Pregnancy Toxemia,521.5,50.4,115.8,,3.19,Sedentary,1199.7,100,10,4
13645,Dog,20,Female,23.14,47.91,Canine Distemper,2441.8,103.3,186,138.5,3.88,Sedentary,658.5,150,17,3
13646,Cat,6,Female,35.01,172.74,FeLV,,26.1,88.1,242,4.57,Moderate,1054.1,84,21,3
13647,Cow,16,Female,666.96,238.8,BRD,1540.9,59.1,,,2.64,Sedentary,1406.2,,23,2
13648,Horse,8,Female,528.53,238.16,Colic,280.5,48.6,193.9,,2.25,Moderate,687.4,85,,3
13649,Cow,9,Male,716.62,325.4,Mastitis,2157.1,144.9,186.8,212.4,2.34,Moderate,391.3,151,,1
13650,Sheep,20,Female,,166.98,Scrapie,2194.5,24.3,107.9,120.4,2.19,Moderate,1667,121,25,1
13651,Dog,12,Female,29.26,134.28,Heartworm,1932.7,12.6,151.8,22.3,4.39,Active,834.2,142,26,1
13652,Sheep,3,Female,106.73,358.41,Parasites,,93.6,,141.8,3.96,Active,945.1,60,12,1
13653,Dog,18,Female,27.95,65.17,Pancreatitis,1130.5,74,,188.3,1.74,Active,,122,23,1
13654,Cat,9,Male,5.53,21.5,FeLV,2397.6,77.8,126,171.7,,Active,668.8,116,,3
13655,Cow,12,Female,613.95,191.61,Mastitis,1170.8,,81.8,,0.66,Active,1259.7,,,1
13656,Horse,9,Female,341.49,116.28,Colic,1002,13.6,195.9,258.4,2.21,Sedentary,1537.1,110,10,1
13657,Horse,13,Male,578.6,270.7,EHV,396.9,45,35.3,136.2,3.7,Active,662.6,152,24,3
13658,Cat,2,Female,6.23,20.21,FLUTD,383.3,131.2,174.2,21.5,4.45,Moderate,,140,13,2
13659,Cat,7,Male,5.06,16.64,FIV,1195,111.7,,123.6,2.28,Active,,93,29,4
13660,Horse,17,Female,691.45,304.46,EMS,1442.9,,162.7,225.2,1.13,Active,522.3,85,,2
13661,Cow,17,Female,738.46,,Johnes,2097,139,199.9,205.4,1.8,Moderate,1049.1,158,,1
13662,Cow,17,Male,738.07,253.8,BRD,,60.3,94.6,276.9,,Active,1665.4,74,15,3
13663,Cat,7,Female,23.87,71.08,Hyperthyroidism,1119.4,51.1,169.6,89,1.63,Sedentary,406.2,74,27,2
13664,Rabbit,11,Male,8.45,67.16,GI Stasis,2139.9,127.2,195.4,23.2,1.36,Moderate,977.2,149,26,4
13665,Dog,14,Female,16.4,94.13,Parvovirus,1450.5,137.9,177.1,267.3,0.63,Sedentary,1080.3,74,28,2
13666,Horse,4,Female,697.3,276.27,PPID,2437.1,,83.4,259.6,,Sedentary,876.4,144,12,3
13667,Sheep,19,Female,43.8,111.7,Enterotoxemia,2337.1,103.9,148.5,120.2,2.81,Sedentary,521.6,,14,2
13668,Dog,7,Male,,,Pancreatitis,1840.2,20,,291.8,3.84,Sedentary,1313.9,119,,3
13669,Cat,16,Male,13.56,34.07,Upper Respiratory Infections,635.2,41.7,8.1,33.2,1.52,Moderate,1214.2,107,,2
13670,Rabbit,16,Male,32.48,97.93,Uterine Tumors,2326.6,140.1,90.7,,4.06,Sedentary,730.8,71,11,2
13671,Cow,20,Male,406.68,137.55,Bloat,468.6,106.9,72.2,,2.18,Sedentary,,136,,4
13672,Cat,8,Female,,75.2,FIV,2082.2,74.6,126.5,259.9,3.82,Active,957.7,132,16,3
13673,Cow,10,Female,759.93,273.79,Milk Fever,1336.9,103.5,,,4.84,Active,1058.9,63,13,3
13674,Rabbit,4,Male,17.31,98.83,Dental Disease,,135.8,43.5,145,3.23,Moderate,,97,16,3
13675,Cat,1,Male,7.07,23.56,FIV,,109.8,165.5,119.3,2.76,Active,,79,29,3
13676,Horse,20,Male,652.51,254.22,Equine Influenza,2023.9,70.3,104.7,254.9,3.7,Sedentary,602.3,133,15,4
13677,Cow,8,Male,486.93,199.12,Mastitis,334.4,144.9,79.4,,,Sedentary,1081.4,114,21,3
13678,Dog,4,Male,30.68,121.16,Allergies,1051,109.2,,48.7,,Active,1071.5,95,24,2
13679,Dog,16,Female,12,34.29,Parvovirus,2432.1,121.8,169.9,107.9,0.51,Sedentary,,157,20,1
13680,Sheep,2,Male,50.88,108.18,Parasites,1018.7,31.9,,,1.77,Sedentary,327.8,75,,2
13681,Horse,20,Female,390.07,,EMS,2052.6,99.3,17.8,127.5,4.95,Sedentary,552.3,149,10,2
13682,Sheep,7,Female,63.67,130.76,Parasites,1875.5,126,174.7,148.7,0.71,Moderate,916.9,150,27,2
13683,Horse,13,Female,359.25,120.8,EMS,2399,97.8,167.8,244.1,3.51,Active,,76,14,4
13684,Sheep,7,Female,68.15,183.45,Caseous Lymphadenitis,2384.6,21.4,,,,Sedentary,1388.4,77,22,1
13685,Horse,14,Female,772.33,296.15,Colic,,,,,,Moderate,675.8,69,27,3
13686,Sheep,17,Male,47.13,137.39,Pregnancy Toxemia,724.1,,182,174.7,1.14,Sedentary,317.1,83,16,4
13687,Sheep,5,Female,112.91,245.34,Caseous Lymphadenitis,892.6,91.1,,116.5,3.63,Active,1662.5,60,26,1
13688,Dog,4,Male,25.09,86.49,Canine Distemper,877.6,122.6,86.2,142.1,4.38,Active,951.6,155,26,4
13689,Horse,19,Female,534.91,174.41,Colic,1648.8,114.7,20.4,150.4,4.1,Active,,134,28,2
13690,Horse,6,Female,367.89,126.21,EHV,,13.9,78.9,235.1,3.38,Sedentary,650.7,127,29,4
13691,Horse,2,Female,468.62,164.02,Laminitis,2196.7,50.1,83.6,43.3,3.52,Moderate,434.3,81,24,4
13692,Dog,2,Female,7.37,31.78,Allergies,894,127.7,168.8,196.4,2.61,Sedentary,1140.9,149,22,1
13693,Horse,20,Male,718.64,349.96,PPID,2477.3,67.9,7.2,,3.9,Moderate,1042.2,79,28,3
13694,Cat,16,Female,26.91,89.84,FIV,1724.1,13.3,105,127.1,,Moderate,1773.6,93,23,4
13695,Rabbit,5,Male,18.95,170.99,Encephalitozoon,1018.2,118.1,63.1,265.7,3.99,Moderate,1034.7,65,22,2
13696,Cow,14,Female,700.11,282.84,BRD,1547.7,89.6,125.4,199.9,4.38,Active,,134,28,2
13697,Sheep,13,Female,40.38,140.6,Enterotoxemia,1031.8,29.2,,222,2.8,Active,1431.9,,14,1
13698,Rabbit,9,Female,,116.32,GI Stasis,1385.2,78.2,,118.6,,Sedentary,528.8,112,11,1
13699,Horse,16,Male,405.89,126.27,Equine Influenza,,17.2,160.6,143.6,,Sedentary,1137.1,125,,4
13700,Horse,15,Female,617.97,196.39,Laminitis,1960.1,136.7,45.2,147.4,0.73,Moderate,644.5,115,27,3
13701,Dog,15,Male,39.16,181.11,Pancreatitis,1227.6,43,120,97.6,4.12,Moderate,1731.6,,29,4
13702,Cat,5,Male,16.37,51.88,Hyperthyroidism,2381.9,126.9,,280,0.52,Moderate,1200.9,86,19,2
13703,Dog,10,Male,8.68,25.48,Heartworm,,,95.1,,3.36,Moderate,507.2,,16,4
13704,Cat,6,Male,22.99,61.12,FeLV,938.3,75.8,78.5,39.3,0.56,Moderate,1566.3,147,11,1
13705,Horse,19,Male,385.72,149.98,PPID,1918.1,32.9,61.2,,2.26,Moderate,1552.9,148,14,4
13706,Sheep,4,Female,81.41,266.6,Foot Rot,1571.5,,30.9,267.2,,Sedentary,,113,25,4
13707,Sheep,6,Male,102.79,332.87,Parasites,485.2,39.6,59.1,169,3.31,Moderate,1570.8,150,14,3
13708,Cat,11,Male,29.98,62.03,FLUTD,2071.7,35.5,198.1,,1.26,Sedentary,1621.5,82,21,1
13709,Dog,3,Male,11.77,48.52,Heartworm,,40.7,,21.4,2.58,Active,1437.2,119,10,3
13710,Cow,10,Female,370.68,126.92,Bloat,1543.1,50.8,13.3,,,Sedentary,377.2,76,14,2
13711,Horse,10,Male,,295.36,Strangles,2215,64.5,29.7,,3.3,Sedentary,1650,115,28,4
13712,Dog,9,Female,12.3,119.59,Canine Distemper,2118.9,148.7,169.7,289,4.91,Sedentary,1181.9,150,15,2
13713,Horse,20,Male,743.19,363.23,EMS,927,102.8,39.3,,3.9,Active,,88,14,1
13714,Cow,1,Male,357.19,123.41,Milk Fever,1453,21.5,82.1,214.7,,Sedentary,,,22,4
13715,Cat,12,Male,35.61,85.23,Dental Disease,2176.3,,,127.9,,Sedentary,1306.8,151,19,4
13716,Dog,1,Male,28.32,83.75,Lyme Disease,349,18.5,18.7,266.5,1.77,Sedentary,1368.6,61,21,1
13717,Horse,15,Female,729.8,332.64,Equine Influenza,955.7,75,124.7,,,Active,,71,24,3
13718,Sheep,1,Male,45.05,171.12,Pregnancy Toxemia,1093.7,65.5,,87.3,3.85,Moderate,1733.5,101,20,1
13719,Rabbit,16,Female,38.36,218.08,RHD,826.4,131.3,37.6,241.8,2.14,Moderate,1243.5,86,12,4
13720,Horse,15,Male,407.66,171.4,Equine Influenza,1369.3,64.1,117.5,,3.71,Moderate,,75,22,2
13721,Cat,5,Female,27.54,270.3,Upper Respiratory Infections,2031.3,70.7,,,,Moderate,1729.1,64,16,1
13722,Rabbit,19,Male,18.18,,Myxomatosis,1303,98.9,194.2,183.2,4.19,Active,1694.7,76,,1
13723,Dog,1,Male,15.02,82.96,Pancreatitis,,120.9,199.7,46.1,0.85,Active,755.8,85,20,3
13724,Dog,12,Male,23.31,,Parvovirus,2163.8,123.4,71.5,148.6,,Active,1095.2,138,18,4
13725,Cat,11,Female,38.18,91.04,FeLV,671.6,112.3,53.9,257.7,4.67,Sedentary,,112,19,3
13726,Sheep,14,Male,108.06,265.89,Caseous Lymphadenitis,1192.4,78.7,125.9,,0.86,Moderate,1418.7,155,15,4
13727,Horse,13,Female,,126.09,PPID,247.4,141.4,39.1,280.1,3.27,Sedentary,1486,155,22,1
13728,Horse,18,Male,586.28,274.4,Equine Influenza,1210.9,68.7,67.8,,4.12,Sedentary,1049,,25,3
13729,Cow,12,Female,629.73,315,Ketosis,1061.8,71.8,118.2,231.4,2.79,Sedentary,1302.2,139,,4
13730,Dog,18,Male,30.64,73.4,Heartworm,865,129.6,13.3,286.9,3.58,Moderate,1482.1,,27,1
13731,Dog,20,Male,16.82,48.34,Allergies,2355.7,57.6,91.2,294.7,,Active,1645.6,65,14,2
13732,Cow,14,Female,557.4,196.13,Ketosis,1760.1,64.9,64.2,,1.33,Sedentary,,145,25,4
13733,Horse,5,Female,455.34,227.67,Equine Influenza,2305.5,40.5,23.2,118.4,,Moderate,1438.6,135,29,1
13734,Cow,7,Female,650.37,247.76,Milk Fever,1273.3,,26.5,21.6,0.97,Active,616.7,118,13,3
13735,Rabbit,4,Female,23.8,75.27,Uterine Tumors,1387.1,112.7,,166.7,1.03,Sedentary,1089.5,74,16,1
13736,Cat,5,Female,25.02,70.15,FLUTD,2382.4,13.8,28.9,,3.59,Active,,,19,2
13737,Cow,7,Male,707.1,337.48,Foot-and-Mouth,,,136.1,88,,Active,1465.7,157,18,4
13738,Rabbit,4,Female,17.58,,Uterine Tumors,271.5,146.5,30.9,31,3.84,Active,,151,29,3
13739,Rabbit,1,Male,36.35,81.56,RHD,1683.9,,,,2.75,Sedentary,649.5,86,20,1
13740,Sheep,19,Female,107.94,263.28,Foot Rot,655.3,14.2,,,4.25,Sedentary,502.8,145,25,3
13741,Horse,1,Female,,235.17,Equine Influenza,2392.8,106.9,162.7,116.3,4.41,Active,516.1,86,29,3
13742,Rabbit,14,Female,,97.66,Dental Disease,359.6,,111.9,70.3,3.62,Sedentary,1582.4,159,27,1
13743,Sheep,8,Male,57.44,205.18,Enterotoxemia,2264.4,55.8,134.9,260,3.06,Sedentary,1440,130,27,4
13744,Cat,15,Female,6.94,38.99,FeLV,533.6,16.8,80.5,294.8,0.91,Moderate,1469.8,155,14,2
13745,Horse,19,Male,507.02,238.97,Laminitis,793.3,52.4,70.3,278.7,3.54,Active,1338,156,12,1
13746,Sheep,18,Female,99.79,224.57,Parasites,549.7,14.7,146.4,84.4,,Sedentary,577.4,81,21,1
13747,Dog,8,Female,,142.16,Lyme Disease,966.3,,79,78.3,1.43,Moderate,,133,28,4
13748,Rabbit,5,Female,20.44,,Myxomatosis,445.4,120.6,128.8,243.8,,Sedentary,,103,10,4
13749,Rabbit,2,Male,30.92,123.29,Myxomatosis,1061,137.6,118.6,140.1,2.65,Active,,152,17,3
13750,Cow,9,Female,,145.27,Johnes,,68.1,,,3.06,Moderate,,,12,4
13751,Rabbit,8,Male,,45.29,Dental Disease,,138.2,55.4,96.6,1.54,Moderate,703.6,71,17,3
13752,Dog,13,Female,29.86,165.16,Pancreatitis,1605.9,130.2,8.6,,0.5,Active,1365.3,115,11,1
13753,Sheep,2,Male,107.32,296.82,Foot Rot,1771.9,74,106.9,57.7,2.14,Moderate,1234.5,157,14,2
13754,Cow,10,Female,639.69,302,Bloat,1328.4,135.3,53.4,100.9,3.6,Active,,122,12,3
13755,Sheep,16,Female,107.33,262.28,Scrapie,2162,81.8,,,2.03,Sedentary,1277.5,136,,3
13756,Cat,7,Male,22.77,213.47,Hyperthyroidism,1013.5,105.4,145.6,193.5,1.11,Sedentary,706.6,76,20,1
13757,Dog,11,Female,33.46,223.99,Allergies,1125.4,11,,,2.56,Active,981,137,23,3
13758,Sheep,7,Female,67.52,183.44,Foot Rot,422.3,99.4,120.9,160.2,,Active,1550.2,109,25,4
13759,Horse,19,Female,511.7,173.55,Colic,2497.8,101.9,34.9,276.7,2.38,Sedentary,1043.1,105,16,1
13760,Sheep,4,Male,52.49,183.94,Scrapie,1239.9,54.4,173.9,273.4,1.44,Sedentary,330.2,96,13,2
13761,Sheep,18,Female,95.24,216.54,Parasites,2306,125.9,69.7,110,2.57,Moderate,1697,95,14,4
13762,Cat,7,Male,13.46,36.94,Upper Respiratory Infections,2161.2,44.4,,242.7,2.53,Moderate,1505.1,119,12,1
13763,Cow,1,Female,629.02,219.79,Mastitis,796.5,91,80.1,219.5,4.28,Sedentary,1051.9,135,11,2
13764,Cow,16,Male,440.46,178.42,Johnes,1353,,12.3,112.6,,Active,1578.7,60,,4
13765,Cat,18,Male,25.49,135.95,FeLV,1552.8,75.1,67.8,28.7,3.9,Moderate,1608.1,147,10,2
13766,Rabbit,13,Male,,99.61,Pasteurellosis,2143.5,13,155.7,121.7,4.89,Moderate,781,136,25,2
13767,Cat,11,Male,,173.98,Upper Respiratory Infections,424,145.5,126.1,,1.22,Active,1042.6,135,25,4
